Timestamp,age_group,gender,academic_level,university_type,prior_residence,living_arrangement,sleep_duration,employment_type,meal_skipping,commute_time,internet_quality,study_space_quality,current_gpa,study_routine,attendance,academic_overwhelm,family_income,scholarship,personal_income,academic_resource_access,study_material_satisfaction,dropout_intention_score,risk_class
2025-05-25 22:42:44.098,21–23,Male,Undergraduate (Year 1),National University / Affiliated College,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,7–8 hours,"Yes, Part-time/Full-time Job",Never,>1 hour,5,Yes - Very quiet (5),2.5–3.0,Sporadically (no fixed schedule),>75%,Sometimes,"20,000–50,000",No,"5,000–10,000 BDT","Yes, Daily",2,1,Low Risk
2025-05-25 23:42:26.289,24+,Male,Undergraduate (Year 2–4),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",University Residence (Halls),5–6 hours,"Yes, Freelancing (e.g., online work)",1–2 times/week,<30 minutes,3,Yes - Noisy (2),>3.5,Only before exams,>75%,Sometimes,"<20,000",No,"5,000–10,000 BDT","Yes, Rarely",2,1,Low Risk
2025-05-26 00:49:29.598,21–23,Male,Undergraduate (Year 1),National University / Affiliated College,"Rural area (e.g., village, upazila outside major cities)",Home or Hostels,5–6 hours,No,3–4 times/week,<30 minutes,3,Yes - Moderate noise (3),2.5–3.0,Sporadically (no fixed schedule),50–75%,Often,"20,000–50,000",No,No personal income,"Yes, Daily",2,4,High Risk
2025-05-26 10:49:01.101,24+,Male,Masters,Private University,"Suburban area (e.g., Gazipur, Savar, Tongi)",Home or Hostels,5–6 hours,"Yes, Part-time/Full-time Job",Never,30–60 minutes,5,Yes - Quiet (4),>3.5,"Regularly throughout the course (e.g., weekly)",>75%,Sometimes,"20,000–50,000",No,">10,000 BDT","Yes, Weekly",3,3,Moderate Risk
2025-05-26 10:59:29.638,24+,Male,Masters,Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,7–8 hours,No,Never,30–60 minutes,5,Yes - Quiet (4),3.1–3.5,Sporadically (no fixed schedule),50–75%,Often,">100,000",No,">10,000 BDT","Yes, Rarely",4,1,Low Risk
2025-05-26 11:03:57.236,24+,Male,Masters,Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,No,Never,>1 hour,4,Yes - Moderate noise (3),3.1–3.5,Only before exams,50–75%,Always,"50,001–100,000",No,">10,000 BDT",No access,3,3,Moderate Risk
2025-05-26 11:07:53.406,24+,Male,Masters,Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,7–8 hours,No,Never,30–60 minutes,3,Yes - Very quiet (5),3.1–3.5,Only before exams,50–75%,Never,">100,000",No,"5,000–10,000 BDT","Yes, Weekly",1,1,Low Risk
2025-05-26 11:31:19.656,24+,Male,Masters,Private University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,No,Never,>1 hour,4,Yes - Moderate noise (3),3.1–3.5,Sporadically (no fixed schedule),>75%,Sometimes,"50,001–100,000",No,">10,000 BDT",No access,4,1,Low Risk
2025-05-26 11:32:44.323,17–20,Male,Undergraduate (Year 1),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,"Yes, Tuition/Coaching",3–4 times/week,<30 minutes,3,Yes - Moderate noise (3),3.1–3.5,Only before exams,>75%,Often,"50,001–100,000",No,">10,000 BDT","Yes, Weekly",3,5,High Risk
2025-05-26 11:36:49.782,24+,Male,Masters,Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,"Yes, Part-time/Full-time Job",1–2 times/week,>1 hour,3,Yes - Moderate noise (3),3.1–3.5,Sporadically (no fixed schedule),>75%,Sometimes,">100,000",No,">10,000 BDT","Yes, Daily",2,1,Low Risk
2025-05-26 12:22:07.281,24+,Male,Masters,Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,"Yes, Part-time/Full-time Job",1–2 times/week,30–60 minutes,3,Yes - Quiet (4),>3.5,Sporadically (no fixed schedule),>75%,Sometimes,"50,001–100,000",No,No personal income,"Yes, Rarely",4,1,Low Risk
2025-05-26 12:27:25.240,24+,Male,Masters,Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,7–8 hours,"Yes, Part-time/Full-time Job",Never,>1 hour,5,Yes - Moderate noise (3),3.1–3.5,Sporadically (no fixed schedule),>75%,Often,">100,000",No,">10,000 BDT","Yes, Daily",3,1,Low Risk
2025-05-26 14:10:49.056,24+,Male,Masters,Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,7–8 hours,"Yes, Tuition/Coaching",1–2 times/week,>1 hour,4,Yes - Quiet (4),3.1–3.5,Only before exams,>75%,Never,"50,001–100,000",No,">10,000 BDT","Yes, Daily",2,1,Low Risk
2025-05-26 14:53:23.756,24+,Male,Masters,Public University,"Suburban area (e.g., Gazipur, Savar, Tongi)",Home or Hostels,5–6 hours,"Yes, Part-time/Full-time Job",Never,<30 minutes,3,Yes - Very noisy (1),3.1–3.5,Only before exams,>75%,Often,"20,000–50,000",No,">10,000 BDT",No access,1,1,Low Risk
2025-05-26 15:03:41.772,21–23,Female,Masters,Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,"Yes, Tuition/Coaching",Never,>1 hour,3,Yes - Moderate noise (3),>3.5,Sporadically (no fixed schedule),>75%,Often,"20,000–50,000","Yes, University Merit-Based","5,000–10,000 BDT",No access,3,3,Moderate Risk
2025-05-26 15:05:26.392,24+,Female,Masters,Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,"Yes, Tuition/Coaching",Never,>1 hour,3,Yes - Moderate noise (3),>3.5,Sporadically (no fixed schedule),>75%,Often,"20,000–50,000","Yes, University Merit-Based","5,000–10,000 BDT",No access,4,3,Moderate Risk
2025-05-26 15:59:45.705,24+,Male,Undergraduate (Year 1),Private University,"Suburban area (e.g., Gazipur, Savar, Tongi)",Home or Hostels,7–8 hours,No,Never,>1 hour,5,No dedicated study space,2.5–3.0,Only before exams,>75%,Never,"20,000–50,000",No,">10,000 BDT","Yes, Weekly",3,3,Moderate Risk
2025-05-26 18:26:03.148,21–23,Male,Undergraduate (Year 1),Public University,"Rural area (e.g., village, upazila outside major cities)",University Residence (Halls),<5 hours,No,3–4 times/week,30–60 minutes,2,Yes - Very noisy (1),>3.5,Sporadically (no fixed schedule),>75%,Rarely,"<20,000",No,"<5,000 BDT",No access,3,1,Low Risk
2025-05-26 18:41:56.295,17–20,Female,Undergraduate (Year 1),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,"Yes, Freelancing (e.g., online work)",1–2 times/week,>1 hour,5,No dedicated study space,3.1–3.5,"Regularly throughout the course (e.g., weekly)",>75%,Always,"<20,000","Yes, Government Scholarship",No personal income,"Yes, Daily",2,1,Low Risk
2025-05-26 19:05:09.730,21–23,Female,Undergraduate (Year 1),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,"Yes, Tuition/Coaching",1–2 times/week,30–60 minutes,3,Yes - Quiet (4),3.1–3.5,"Regularly throughout the course (e.g., weekly)",>75%,Sometimes,"20,000–50,000","Yes, Government Scholarship","5,000–10,000 BDT","Yes, Rarely",3,1,Low Risk
2025-05-26 19:12:27.961,24+,Female,Masters,Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",University Residence (Halls),5–6 hours,No,Daily,<30 minutes,3,Yes - Moderate noise (3),2.5–3.0,Sporadically (no fixed schedule),>75%,Sometimes,"50,001–100,000",No,No personal income,"Yes, Daily",2,3,Moderate Risk
2025-05-26 19:30:12.091,17–20,Male,Undergraduate (Year 1),Public University,"Rural area (e.g., village, upazila outside major cities)",University Residence (Halls),7–8 hours,No,1–2 times/week,<30 minutes,4,Yes - Quiet (4),>3.5,Only before exams,>75%,Sometimes,"20,000–50,000",No,No personal income,"Yes, Rarely",3,3,Moderate Risk
2025-05-26 20:13:25.774,17–20,Male,Undergraduate (Year 1),Public University,"Rural area (e.g., village, upazila outside major cities)",University Residence (Halls),<5 hours,"Yes, Tuition/Coaching",Daily,<30 minutes,3,Yes - Moderate noise (3),3.1–3.5,Sporadically (no fixed schedule),>75%,Always,"20,000–50,000",No,"<5,000 BDT","Yes, Weekly",3,1,Low Risk
2025-05-26 20:25:56.094,21–23,Male,Undergraduate (Year 2–4),Public University,"Rural area (e.g., village, upazila outside major cities)",University Residence (Halls),5–6 hours,"Yes, Tuition/Coaching",Never,<30 minutes,3,Yes - Noisy (2),>3.5,"Regularly throughout the course (e.g., weekly)",>75%,Sometimes,"20,000–50,000",No,"5,000–10,000 BDT","Yes, Rarely",2,4,High Risk
2025-05-26 20:50:21.113,17–20,Female,Undergraduate (Year 1),Public University,"Rural area (e.g., village, upazila outside major cities)",Home or Hostels,5–6 hours,No,1–2 times/week,<30 minutes,3,Yes - Noisy (2),3.1–3.5,Sporadically (no fixed schedule),>75%,Often,"20,000–50,000","Yes, Government Scholarship",No personal income,"Yes, Weekly",2,1,Low Risk
2025-05-26 21:02:45.668,17–20,Female,Undergraduate (Year 1),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,7–8 hours,No,Never,30–60 minutes,4,Yes - Moderate noise (3),>3.5,Sporadically (no fixed schedule),>75%,Often,"50,001–100,000",No,No personal income,No access,3,1,Low Risk
2025-05-26 21:14:05.479,17–20,Female,Undergraduate (Year 1),Public University,"Rural area (e.g., village, upazila outside major cities)",Home or Hostels,7–8 hours,No,Daily,<30 minutes,3,No dedicated study space,>3.5,Sporadically (no fixed schedule),>75%,Sometimes,"20,000–50,000","Yes, Government Scholarship",No personal income,No access,3,1,Low Risk
2025-05-26 21:18:16.088,21–23,Female,Undergraduate (Year 1),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,7–8 hours,"Yes, Tuition/Coaching",Never,30–60 minutes,2,No dedicated study space,3.1–3.5,Sporadically (no fixed schedule),50–75%,Always,"<20,000",No,"5,000–10,000 BDT","Yes, Daily",1,3,Moderate Risk
2025-05-26 21:38:11.968,21–23,Male,Undergraduate (Year 1),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,No,Never,<30 minutes,5,Yes - Very quiet (5),3.1–3.5,Only before exams,50–75%,Never,"50,001–100,000",No,No personal income,"Yes, Daily",1,1,Low Risk
2025-05-26 21:40:40.187,17–20,Female,Undergraduate (Year 1),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,No,Daily,>1 hour,4,Yes - Moderate noise (3),>3.5,"Regularly throughout the course (e.g., weekly)",>75%,Always,"20,000–50,000",No,No personal income,"Yes, Daily",2,1,Low Risk
2025-05-26 22:05:27.766,21–23,Female,Undergraduate (Year 1),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",University Residence (Halls),5–6 hours,No,3–4 times/week,<30 minutes,4,Yes - Quiet (4),>3.5,Sporadically (no fixed schedule),>75%,Often,"50,001–100,000",No,No personal income,"Yes, Daily",4,3,Moderate Risk
2025-05-26 22:07:17.205,24+,Female,Masters,Public University,"Rural area (e.g., village, upazila outside major cities)",University Residence (Halls),7–8 hours,"Yes, Tuition/Coaching",Daily,<30 minutes,3,Yes - Quiet (4),>3.5,Only before exams,>75%,Often,"50,001–100,000","Yes, University Merit-Based","<5,000 BDT","Yes, Daily",3,3,Moderate Risk
2025-05-26 22:19:41.790,17–20,Female,Undergraduate (Year 1),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,No,Daily,>1 hour,3,Yes - Quiet (4),>3.5,Sporadically (no fixed schedule),>75%,Often,"50,001–100,000",No,No personal income,No access,1,3,Moderate Risk
2025-05-26 22:26:23.357,21–23,Female,Undergraduate (Year 1),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",University Residence (Halls),5–6 hours,"Yes, Tuition/Coaching",1–2 times/week,>1 hour,1,Yes - Quiet (4),3.1–3.5,Sporadically (no fixed schedule),50–75%,Sometimes,"<20,000",No,"<5,000 BDT","Yes, Rarely",2,5,High Risk
2025-05-26 22:40:55.191,21–23,Male,Undergraduate (Year 1),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,"Yes, Tuition/Coaching",1–2 times/week,>1 hour,3,No dedicated study space,3.1–3.5,"Regularly throughout the course (e.g., weekly)",50–75%,Sometimes,"<20,000","Yes, Government Scholarship","5,000–10,000 BDT","Yes, Daily",1,3,Moderate Risk
2025-05-26 23:43:45.369,21–23,Male,Undergraduate (Year 1),Public University,"Rural area (e.g., village, upazila outside major cities)",Home or Hostels,7–8 hours,No,3–4 times/week,30–60 minutes,2,Yes - Very quiet (5),3.1–3.5,Only before exams,50–75%,Often,"<20,000","Yes, Government Scholarship",No personal income,"Yes, Rarely",3,3,Moderate Risk
2025-05-27 00:19:24.238,24+,Female,Masters,Public University,"Rural area (e.g., village, upazila outside major cities)",University Residence (Halls),5–6 hours,"Yes, Part-time/Full-time Job",3–4 times/week,<30 minutes,3,Yes - Moderate noise (3),>3.5,Sporadically (no fixed schedule),50–75%,Sometimes,"50,001–100,000",No,"<5,000 BDT","Yes, Rarely",3,3,Moderate Risk
2025-05-27 01:21:59.679,24+,Male,Masters,National University / Affiliated College,"Rural area (e.g., village, upazila outside major cities)",Home or Hostels,7–8 hours,"Yes, Tuition/Coaching",Never,30–60 minutes,3,Yes - Noisy (2),3.1–3.5,Sporadically (no fixed schedule),<50%,Sometimes,"20,000–50,000",No,"5,000–10,000 BDT",No access,2,1,Low Risk
2025-05-27 02:07:06.856,24+,Female,Masters,Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",University Residence (Halls),5–6 hours,"Yes, Tuition/Coaching",1–2 times/week,30–60 minutes,3,Yes - Moderate noise (3),3.1–3.5,Sporadically (no fixed schedule),50–75%,Often,"20,000–50,000",No,"5,000–10,000 BDT","Yes, Rarely",3,4,High Risk
2025-05-27 13:09:10.510,17–20,Female,Undergraduate (Year 1),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,"Yes, Tuition/Coaching",1–2 times/week,30–60 minutes,3,Yes - Noisy (2),>3.5,Sporadically (no fixed schedule),>75%,Often,"20,000–50,000",No,"<5,000 BDT","Yes, Rarely",3,3,Moderate Risk
2025-05-27 22:55:27.598,17–20,Male,Undergraduate (Year 1),Private University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,"Yes, Tuition/Coaching",3–4 times/week,>1 hour,4,Yes - Quiet (4),>3.5,Sporadically (no fixed schedule),>75%,Sometimes,"20,000–50,000","Yes, University Merit-Based","5,000–10,000 BDT","Yes, Daily",4,1,Low Risk
2025-05-28 14:53:53.849,24+,Female,Masters,Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,No,1–2 times/week,>1 hour,3,Yes - Quiet (4),2.5–3.0,Sporadically (no fixed schedule),>75%,Sometimes,"20,000–50,000",No,No personal income,"Yes, Rarely",2,2,Low Risk
2025-05-28 16:34:18.661,21–23,Male,Undergraduate (Year 2–4),Public University,"Rural area (e.g., village, upazila outside major cities)",University Residence (Halls),5–6 hours,No,Never,<30 minutes,3,Yes - Quiet (4),2.5–3.0,Only before exams,50–75%,Sometimes,"20,000–50,000",No,No personal income,"Yes, Rarely",2,3,Moderate Risk
2025-06-01 20:16:11.634,21–23,Female,Undergraduate (Year 1),Private University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,7–8 hours,No,3–4 times/week,<30 minutes,4,Yes - Quiet (4),3.1–3.5,Sporadically (no fixed schedule),>75%,Sometimes,"50,001–100,000","Yes, University Merit-Based",No personal income,No access,4,1,Low Risk
2025-06-01 20:24:02.950,21–23,Male,Undergraduate (Year 1),Public University,"Rural area (e.g., village, upazila outside major cities)",Home or Hostels,5–6 hours,"Yes, Tuition/Coaching",1–2 times/week,>1 hour,3,Yes - Quiet (4),2.5–3.0,Only before exams,<50%,Always,"<20,000","Yes, Government Scholarship",No personal income,No access,3,3,Moderate Risk
2025-06-01 20:31:43.377,21–23,Female,Undergraduate (Year 1),National University / Affiliated College,"Rural area (e.g., village, upazila outside major cities)",Home or Hostels,5–6 hours,No,3–4 times/week,<30 minutes,3,Yes - Quiet (4),>3.5,Sporadically (no fixed schedule),50–75%,Often,"<20,000",No,No personal income,No access,3,3,Moderate Risk
2025-06-01 20:43:18.369,17–20,Female,Undergraduate (Year 1),National University / Affiliated College,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,7–8 hours,"Yes, Tuition/Coaching",Never,30–60 minutes,4,Yes - Noisy (2),2.5–3.0,Sporadically (no fixed schedule),50–75%,Sometimes,"20,000–50,000",No,"<5,000 BDT",No access,3,1,Low Risk
2025-06-01 21:00:03.207,21–23,Male,Undergraduate (Year 1),Public University,"Rural area (e.g., village, upazila outside major cities)",Home or Hostels,5–6 hours,"Yes, Tuition/Coaching",3–4 times/week,30–60 minutes,3,Yes - Moderate noise (3),3.1–3.5,"Regularly throughout the course (e.g., weekly)",50–75%,Sometimes,"20,000–50,000","Yes, Private/Donor-Funded","5,000–10,000 BDT","Yes, Weekly",3,3,Moderate Risk
2025-06-01 21:00:20.477,21–23,Male,Undergraduate (Year 1),Public University,"Suburban area (e.g., Gazipur, Savar, Tongi)",Home or Hostels,7–8 hours,"Yes, Tuition/Coaching",1–2 times/week,<30 minutes,3,Yes - Very noisy (1),3.1–3.5,"Regularly throughout the course (e.g., weekly)",>75%,Always,"<20,000",No,"<5,000 BDT","Yes, Daily",1,5,High Risk
2025-06-01 21:11:52.458,21–23,Male,Undergraduate (Year 1),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,7–8 hours,No,Never,>1 hour,4,Yes - Quiet (4),3.1–3.5,Sporadically (no fixed schedule),>75%,Often,"20,000–50,000",No,No personal income,"Yes, Daily",3,1,Low Risk
2025-06-01 21:32:49.649,17–20,Female,Undergraduate (Year 1),National University / Affiliated College,"Rural area (e.g., village, upazila outside major cities)",Home or Hostels,7–8 hours,"Yes, Tuition/Coaching",1–2 times/week,30–60 minutes,2,Yes - Moderate noise (3),>3.5,Only before exams,<50%,Sometimes,"<20,000",No,"<5,000 BDT",No access,3,3,Moderate Risk
2025-06-01 21:42:19.291,21–23,Male,Undergraduate (Year 1),Public University,"Suburban area (e.g., Gazipur, Savar, Tongi)",Home or Hostels,5–6 hours,No,1–2 times/week,>1 hour,3,Yes - Moderate noise (3),3.1–3.5,"Regularly throughout the course (e.g., weekly)",>75%,Sometimes,"50,001–100,000",No,No personal income,"Yes, Rarely",3,3,Moderate Risk
2025-06-01 22:18:18.048,21–23,Male,Undergraduate (Year 1),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,No,Never,30–60 minutes,3,Yes - Moderate noise (3),>3.5,Only before exams,>75%,Sometimes,"20,000–50,000","Yes, Government Scholarship",No personal income,"Yes, Daily",2,3,Moderate Risk
2025-06-01 23:41:10.787,24+,Female,Undergraduate (Year 2–4),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,7–8 hours,"Yes, Part-time/Full-time Job",1–2 times/week,<30 minutes,4,Yes - Quiet (4),>3.5,Sporadically (no fixed schedule),>75%,Often,"50,001–100,000","Yes, University Merit-Based",">10,000 BDT","Yes, Rarely",4,4,High Risk
2025-06-01 23:45:23.400,21–23,Female,Undergraduate (Year 2–4),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",University Residence (Halls),7–8 hours,"Yes, Tuition/Coaching",1–2 times/week,30–60 minutes,4,Yes - Quiet (4),>3.5,"Regularly throughout the course (e.g., weekly)",>75%,Sometimes,"50,001–100,000","Yes, Government Scholarship","5,000–10,000 BDT","Yes, Rarely",2,4,High Risk
2025-06-02 10:33:53.572,24+,Male,Masters,Public University,"Rural area (e.g., village, upazila outside major cities)",University Residence (Halls),5–6 hours,"Yes, Freelancing (e.g., online work)",1–2 times/week,<30 minutes,4,Yes - Noisy (2),3.1–3.5,Sporadically (no fixed schedule),50–75%,Sometimes,"20,000–50,000",No,"5,000–10,000 BDT",No access,3,4,High Risk
2025-06-02 10:38:26.392,21–23,Female,Masters,National University / Affiliated College,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,"Yes, Tuition/Coaching",3–4 times/week,>1 hour,3,Yes - Noisy (2),<2.5,Only before exams,<50%,Often,"<20,000",No,No personal income,"Yes, Daily",3,1,Low Risk
2025-06-02 10:39:55.128,17–20,Male,Undergraduate (Year 1),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",University Residence (Halls),<5 hours,"Yes, Tuition/Coaching",Never,<30 minutes,1,No dedicated study space,>3.5,Only before exams,>75%,Sometimes,"20,000–50,000","Yes, University Merit-Based","<5,000 BDT","Yes, Rarely",3,1,Low Risk
2025-06-02 10:40:45.088,17–20,Female,Undergraduate (Year 1),Public University,"Rural area (e.g., village, upazila outside major cities)",University Residence (Halls),5–6 hours,"Yes, Tuition/Coaching",3–4 times/week,<30 minutes,3,Yes - Moderate noise (3),3.1–3.5,Sporadically (no fixed schedule),50–75%,Often,"20,000–50,000",No,"5,000–10,000 BDT",No access,4,4,High Risk
2025-06-02 10:40:55.681,17–20,Male,Undergraduate (Year 1),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",University Residence (Halls),<5 hours,No,Never,<30 minutes,1,No dedicated study space,<2.5,Only before exams,<50%,Never,"<20,000",No,No personal income,No access,1,1,Low Risk
2025-06-02 10:42:11.264,24+,Female,Masters,Public University,"Suburban area (e.g., Gazipur, Savar, Tongi)",Home or Hostels,>8 hours,"Yes, Part-time/Full-time Job",Daily,>1 hour,5,Yes - Very quiet (5),>3.5,Sporadically (no fixed schedule),>75%,Always,">100,000","Yes, Private/Donor-Funded",">10,000 BDT","Yes, Rarely",5,5,High Risk
2025-06-02 10:43:12.675,21–23,Male,Undergraduate (Year 2–4),Private University,"Rural area (e.g., village, upazila outside major cities)",University Residence (Halls),5–6 hours,"Yes, Tuition/Coaching",1–2 times/week,30–60 minutes,3,Yes - Very quiet (5),3.1–3.5,"Regularly throughout the course (e.g., weekly)",50–75%,Sometimes,"50,001–100,000","Yes, University Merit-Based","5,000–10,000 BDT",No access,5,3,Moderate Risk
2025-06-02 10:59:04.059,21–23,Female,Undergraduate (Year 2–4),Private University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,<5 hours,"Yes, Part-time/Full-time Job",Daily,<30 minutes,5,Yes - Quiet (4),>3.5,Sporadically (no fixed schedule),>75%,Often,"50,001–100,000","Yes, University Merit-Based",">10,000 BDT","Yes, Daily",3,1,Low Risk
2025-06-02 13:28:06.905,21–23,Female,Undergraduate (Year 2–4),Private University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,No,Never,>1 hour,5,Yes - Quiet (4),>3.5,Sporadically (no fixed schedule),>75%,Always,"50,001–100,000",No,No personal income,"Yes, Daily",3,3,Moderate Risk
2025-06-02 15:38:44.997,24+,Female,Masters,Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,<5 hours,No,1–2 times/week,30–60 minutes,4,Yes - Quiet (4),>3.5,Only before exams,<50%,Often,"50,001–100,000","Yes, University Merit-Based",No personal income,No access,3,5,High Risk
2025-06-14 08:22:27.743,24+,Male,Masters,Public University,"Suburban area (e.g., Gazipur, Savar, Tongi)",Home or Hostels,5–6 hours,"Yes, Tuition/Coaching",1–2 times/week,30–60 minutes,2,Yes - Very noisy (1),2.5–3.0,"Regularly throughout the course (e.g., weekly)",50–75%,Sometimes,"20,000–50,000","Yes, Government Scholarship","<5,000 BDT","Yes, Daily",3,2,Low Risk
2025-06-14 08:23:44.115,17–20,Female,Undergraduate (Year 1),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,<5 hours,No,1–2 times/week,>1 hour,1,No dedicated study space,2.5–3.0,Sporadically (no fixed schedule),50–75%,Often,">100,000","Yes, University Merit-Based","5,000–10,000 BDT","Yes, Weekly",4,3,Moderate Risk
2025-06-14 08:24:43.559,24+,Female,Masters,National University / Affiliated College,"Rural area (e.g., village, upazila outside major cities)",Home or Hostels,5–6 hours,"Yes, Freelancing (e.g., online work)",3–4 times/week,>1 hour,3,Yes - Very noisy (1),3.1–3.5,"Regularly throughout the course (e.g., weekly)",>75%,Sometimes,"20,000–50,000","Yes, University Merit-Based","<5,000 BDT","Yes, Weekly",3,4,High Risk
2025-06-14 08:25:51.257,21–23,Female,Undergraduate (Year 2–4),Private University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,7–8 hours,"Yes, Tuition/Coaching",3–4 times/week,30–60 minutes,3,Yes - Moderate noise (3),>3.5,Sporadically (no fixed schedule),50–75%,Often,"50,001–100,000","Yes, University Merit-Based","5,000–10,000 BDT","Yes, Weekly",3,4,High Risk
2025-06-14 08:26:49.949,21–23,Male,Undergraduate (Year 2–4),Private University,"Rural area (e.g., village, upazila outside major cities)",Home or Hostels,5–6 hours,"Yes, Freelancing (e.g., online work)",1–2 times/week,30–60 minutes,3,Yes - Very noisy (1),2.5–3.0,Only before exams,>75%,Always,"50,001–100,000",No,"5,000–10,000 BDT","Yes, Rarely",3,4,High Risk
2025-06-14 08:28:12.592,21–23,Male,Undergraduate (Year 2–4),Private University,"Rural area (e.g., village, upazila outside major cities)",University Residence (Halls),7–8 hours,"Yes, Freelancing (e.g., online work)",3–4 times/week,<30 minutes,1,Yes - Moderate noise (3),2.5–3.0,Sporadically (no fixed schedule),50–75%,Rarely,"<20,000","Yes, Government Scholarship","<5,000 BDT","Yes, Rarely",3,3,Moderate Risk
2025-06-14 08:29:21.325,17–20,Female,Undergraduate (Year 1),Private University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,<5 hours,No,1–2 times/week,<30 minutes,3,Yes - Very noisy (1),2.5–3.0,"Regularly throughout the course (e.g., weekly)",50–75%,Rarely,">100,000",No,No personal income,"Yes, Daily",5,1,Low Risk
2025-06-14 08:30:54.397,17–20,Female,Undergraduate (Year 2–4),Private University,"Suburban area (e.g., Gazipur, Savar, Tongi)",Home or Hostels,5–6 hours,"Yes, Tuition/Coaching",Daily,<30 minutes,5,Yes - Quiet (4),>3.5,"Regularly throughout the course (e.g., weekly)",50–75%,Rarely,">100,000",No,">10,000 BDT","Yes, Weekly",4,2,Low Risk
2025-06-14 08:32:22.800,17–20,Female,Undergraduate (Year 1),Public University,"Rural area (e.g., village, upazila outside major cities)",University Residence (Halls),<5 hours,"Yes, Freelancing (e.g., online work)",Daily,<30 minutes,1,Yes - Very noisy (1),>3.5,"Regularly throughout the course (e.g., weekly)",50–75%,Sometimes,"50,001–100,000","Yes, Government Scholarship",">10,000 BDT","Yes, Rarely",1,1,Low Risk
2025-06-14 08:34:18.136,24+,Female,Undergraduate (Year 2–4),Private University,"Rural area (e.g., village, upazila outside major cities)",Home or Hostels,5–6 hours,"Yes, Freelancing (e.g., online work)",3–4 times/week,30–60 minutes,3,Yes - Moderate noise (3),3.1–3.5,"Regularly throughout the course (e.g., weekly)",>75%,Sometimes,"50,001–100,000","Yes, University Merit-Based","5,000–10,000 BDT","Yes, Daily",3,2,Low Risk
